brand,cpu_type,cpu_speed,max_cpu_speed,gpu_type,ram_type,ram,ram_speed,storage,screen_size,resolution,webcam,num_sd_slot,material,os,audio_tech,bluetooth_tech,wifi_tech,weight,thickness,width,length,released,ppi,has_lightning,has_thundebolt,has_touchscreen,has_fingerprint,has_camera_lock,has_180_degree,has_face_id,has_antiglare,new_warranty,used_warranty,used_price
HP,i7,>2.5,>4.2,Intel,DDR4,8.0,3200.0,512 GB,15.6,Full HD,HD,1,Nhựa,Windows,Realtek,4.2,Wi-Fi 5,1.592,18.0,242.0,358.5,2020.0,141.21199808219862,0,0,0,0,0,0,0,1,12,7.0,17350000.0
HP,i5,1.8-2.5,3.5-4.2,Intel,DDR4,8.0,3200.0,512 GB,15.6,Full HD,HD,1,Nhựa,Windows,Realtek,5.0,Wi-Fi 5,1.592,18.0,242.0,358.5,2020.0,141.21199808219862,0,0,0,0,0,0,0,1,12,6.0,15390000.0
HP,i3,<1.8,<3.5,Intel,DDR4,4.0,2666.0,256 GB,14.0,Full HD,HD,1,Nhựa,Windows,Stereo,4.2,Wi-Fi 5,1.47,19.9,225.9,324.0,2020.0,157.3505121487356,0,0,0,0,0,0,0,1,12,8.5,10930000.0
HP,i3,<1.8,<3.5,Intel,DDR4,4.0,2666.0,512 GB,14.0,Full HD,HD,1,Nhựa,Windows,Stereo,4.2,Wi-Fi 5,1.47,19.9,225.9,324.0,2020.0,157.3505121487356,0,0,0,0,0,0,0,1,12,8.5,11720000.0
HP,i5,1.8-2.5,3.5-4.2,Intel,DDR4,8.0,3200.0,512 GB,14.0,Full HD,HD,1,Nhựa,Windows,Stereo,4.2,Wi-Fi 5,1.426,19.9,225.9,324.0,2020.0,157.3505121487356,0,0,0,0,0,0,0,1,12,9.0,15880000.0
HP,R5,1.8-2.5,3.5-4.2,AMD,DDR4,4.0,3200.0,256 GB,14.0,Full HD,HD,1,Nhựa,Windows,HP Audio Boost,5.2,Wi-Fi 6,1.47,19.9,225.9,324.0,2021.0,157.3505121487356,0,0,0,0,0,0,0,1,12,10.0,13220000.0
HP,i3,<1.8,<3.5,Intel,DDR4,4.0,2666.0,256 GB,14.0,Full HD,HD,1,Nhựa,Windows,Realtek,5.0,Wi-Fi 5,1.38,17.9,225.0,324.0,2020.0,157.3505121487356,0,0,0,1,0,0,0,1,12,6.0,10990000.0
HP,i3,<1.8,<3.5,Intel,DDR4,4.0,2666.0,512 GB,14.0,Full HD,HD,1,Nhựa,Windows,Realtek,5.0,Wi-Fi 5,1.346,17.9,225.0,324.0,2020.0,157.3505121487356,0,0,0,1,0,0,0,1,12,6.5,11810000.0
HP,i5,<1.8,3.5-4.2,Intel,DDR4,8.0,2666.0,512 GB,14.0,Full HD,HD,1,Nhựa,Windows,Realtek,5.0,Wi-Fi 5,1.38,17.9,225.0,324.0,2020.0,157.3505121487356,0,0,0,1,0,0,0,1,12,7.0,15640000.0
HP,i5,<1.8,3.5-4.2,Intel,DDR4,8.0,2666.0,512 GB,14.0,Full HD,HD,1,Nhựa,Windows,Realtek,5.0,Wi-Fi 5,1.5,19.9,225.9,324.0,2019.0,157.3505121487356,0,0,0,1,0,0,0,1,12,5.5,14300000.0
HP,i7,1.8-2.5,3.5-4.2,Intel,DDR3,8.0,2133.0,256 GB,13.3,Full HD,FHD,0,Kim loại,Windows,Bang & Olufsen,4.2,Wi-Fi 5,1.32,15.7,205.0,305.8,2019.0,165.6321180513006,1,1,1,1,0,0,0,0,12,3.0,36030000.0
HP,i7,<1.8,>4.2,Intel,DDR4,16.0,2933.0,512 GB,14.0,Full HD,HD,0,Kim loại,Windows,Bang & Olufsen,5.0,Wi-Fi 6,1.32,16.6,202.6,319.3,2020.0,157.3505121487356,1,1,1,1,0,0,1,1,12,8.0,42330000.0
HP,i7,1.8-2.5,3.5-4.2,Intel,DDR3,16.0,2133.0,512 GB,13.3,Full HD,FHD,0,Kim loại,Windows,Bang & Olufsen,4.2,Wi-Fi 5,1.32,15.7,205.0,305.8,2019.0,165.6321180513006,1,1,1,1,0,0,0,0,12,3.0,40940000.0
HP,i7,1.8-2.5,3.5-4.2,Intel,DDR3,16.0,2133.0,512 GB,14.0,Full HD,FHD,0,Kim loại,Windows,Bang & Olufsen,4.2,Wi-Fi 5,1.32,16.9,215.0,321.4,2019.0,157.3505121487356,1,1,1,1,0,0,0,0,12,3.0,42580000.0
HP,i7,1.8-2.5,>4.2,Intel,DDR4,16.0,3200.0,512 GB,13.3,Full HD,HD,0,Kim loại,Windows,Bang & Olufsen,5.0,Wi-Fi 6,1.31,17.9,205.0,307.5,2020.0,165.6321180513006,1,1,1,1,0,0,1,1,12,7.0,35560000.0
HP,i5,<1.8,3.5-4.2,Intel,DDR3L,16.0,2133.0,256 GB,13.3,Full HD,VGA,1,Kim loại,Windows,Bang & Olufsen,5.0,Wi-Fi 5,1.2,15.0,,,2019.0,165.6321180513006,1,0,0,0,0,0,0,0,12,3.0,17600000.0
HP,i7,1.8-2.5,>4.2,Intel,DDR3L,8.0,2133.0,256 GB,13.3,Full HD,HD,1,Kim loại,Windows,Bang & Olufsen,5.0,Wi-Fi 5,1.28,14.9,212.0,307.0,2019.0,165.6321180513006,1,0,0,1,0,0,0,0,12,3.0,22510000.0
HP,i7,1.8-2.5,>4.2,Intel,DDR4,8.0,2400.0,256 GB,13.3,Full HD,HD,1,Kim loại,Windows,Bang & Olufsen,5.0,Wi-Fi 5,1.26,14.9,212.0,307.0,2019.0,165.6321180513006,1,0,0,1,0,0,0,0,12,3.0,22510000.0
HP,i5,<1.8,3.5-4.2,Intel,DDR4,8.0,2400.0,256 GB,13.3,Full HD,HD,1,Kim loại,Windows,Bang & Olufsen,5.0,Wi-Fi 5,1.17,14.7,211.5,307.0,2019.0,165.6321180513006,1,0,0,1,0,0,0,0,12,3.0,17930000.0
HP,i5,<1.8,3.5-4.2,Intel,DDR4,8.0,2400.0,512 GB,Others,Full HD,HD,1,Kim loại,Windows,Bang & Olufsen,5.0,Wi-Fi 5,1.17,14.7,211.5,307.0,2019.0,169.45439769863833,1,0,0,1,1,0,0,0,12,3.0,18580000.0
HP,i7,1.8-2.5,>4.2,NVIDIA MX,DDR4,8.0,2400.0,512 GB,13.3,Full HD,HD,1,Kim loại,Windows,Bang & Olufsen,5.0,Wi-Fi 5,1.17,14.7,211.5,307.0,2019.0,165.6321180513006,1,0,0,1,0,0,0,0,12,3.0,23580000.0
HP,i5,<1.8,3.5-4.2,Intel,DDR4,8.0,3200.0,256 GB,13.3,Full HD,HD,1,Kim loại,Windows,Bang & Olufsen,5.0,Wi-Fi 5,1.258,16.9,194.6,306.5,2020.0,165.6321180513006,1,1,0,1,0,0,0,0,12,3.0,17650000.0
HP,i5,<1.8,3.5-4.2,Intel,DDR4,8.0,3200.0,512 GB,13.3,Full HD,HD,1,Kim loại,Windows,Bang & Olufsen,5.0,Wi-Fi 5,1.25,16.9,194.6,306.5,2020.0,165.6321180513006,1,1,0,1,0,0,0,0,12,3.0,18830000.0
HP,i7,<1.8,3.5-4.2,Intel,DDR4,8.0,3200.0,512 GB,13.3,Full HD,HD,1,Kim loại,Windows,Bang & Olufsen,5.0,Wi-Fi 5,1.25,16.9,194.6,306.5,2020.0,165.6321180513006,1,1,0,1,0,0,0,0,12,6.0,23680000.0
HP,i5,1.8-2.5,3.5-4.2,Intel,DDR4,8.0,2933.0,256 GB,13.3,Full HD,HD,1,Kim loại,Windows,Bang & Olufsen,5.0,Wi-Fi 6,1.236,16.9,194.6,306.5,2020.0,165.6321180513006,1,1,0,1,1,0,0,0,12,4.0,20280000.0
HP,i5,1.8-2.5,3.5-4.2,Intel,DDR4,8.0,2933.0,512 GB,13.3,Full HD,HD,1,Kim loại,Windows,Bang & Olufsen,5.0,Wi-Fi 6,1.236,16.9,194.6,306.5,2020.0,165.6321180513006,1,1,0,1,1,0,0,0,12,7.5,20620000.0
HP,i7,>2.5,>4.2,Intel,DDR4,8.0,2933.0,512 GB,13.3,Full HD,HD,1,Kim loại,Windows,Bang & Olufsen,5.0,Wi-Fi 6,1.236,16.9,194.6,306.5,2020.0,165.6321180513006,1,1,0,1,1,0,0,0,12,4.5,24530000.0
HP,i7,>2.5,>4.2,Intel,DDR4,16.0,2933.0,1 TB,13.3,Full HD,HD,1,Kim loại,Windows,Bang & Olufsen,5.0,Wi-Fi 6,1.236,16.9,194.6,306.5,2020.0,165.6321180513006,1,1,0,1,1,0,0,0,12,11.0,30290000.0
HP,i7,>2.5,>4.2,NVIDIA GTX,DDR4,16.0,2933.0,1 TB,15.6,Full HD,HD,1,Kim loại,Windows,Bang & Olufsen,5.0,Wi-Fi 6,2.14,18.4,236.8,357.9,2020.0,141.21199808219862,1,1,1,1,1,0,0,0,12,7.5,47260000.0
HP,R5,1.8-2.5,3.5-4.2,AMD,DDR4,8.0,2400.0,256 GB,13.3,Full HD,HD,1,Kim loại,Windows,Bang & Olufsen,4.2,Wi-Fi 5,1.31,14.7,212.0,306.0,2019.0,165.6321180513006,1,0,1,1,0,0,1,0,12,6.0,19360000.0
HP,R7,1.8-2.5,3.5-4.2,AMD,DDR4,8.0,2400.0,256 GB,13.3,Full HD,HD,1,Kim loại,Windows,Bang & Olufsen,4.2,Wi-Fi 5,1.31,14.7,212.0,306.0,2019.0,165.6321180513006,1,0,1,1,0,0,1,0,12,3.0,22020000.0
HP,i7,>2.5,>4.2,NVIDIA RTX,DDR4,16.0,2933.0,1 TB,15.6,Full HD,HD,1,Kim loại,Windows,DTS,5.0,Wi-Fi 6,2.36,22.5,239.7,357.9,2020.0,141.21199808219862,1,1,0,0,0,0,0,1,12,7.5,47260000.0
HP,i7,1.8-2.5,3.5-4.2,NVIDIA GTX,DDR4,8.0,2666.0,HDD 1 TB,15.6,Full HD,HD,1,Nhựa,Windows,Bang & Olufsen,4.2,Wi-Fi 5,2.17,17.9,221.7,326.8,2019.0,141.21199808219862,1,0,0,0,0,0,0,0,12,6.0,24270000.0
HP,i5,<1.8,3.5-4.2,Intel,DDR4,4.0,2666.0,HDD 1 TB,14.0,Full HD,HD,1,Nhựa,Windows,Realtek,4.2,Wi-Fi 5,1.607,19.7,222.9,324.0,2019.0,157.3505121487356,0,0,1,0,0,0,0,0,12,3.0,13910000.0
HP,i3,1.8-2.5,3.5-4.2,Intel,DDR4,4.0,3200.0,256 GB,14.0,Full HD,HD,1,Kim loại,Windows,Bang & Olufsen,5.0,Wi-Fi 5,1.41,17.0,216.6,325.0,2021.0,157.3505121487356,0,0,0,0,0,0,0,1,12,11.0,13270000.0
HP,i5,1.8-2.5,3.5-4.2,Intel,DDR4,8.0,3200.0,512 GB,14.0,Full HD,HD,1,Kim loại,Windows,Bang & Olufsen,5.0,Wi-Fi 5,1.41,17.0,216.6,325.0,2021.0,157.3505121487356,0,0,0,0,0,0,0,1,12,10.0,17450000.0
HP,i5,<1.8,3.5-4.2,Intel,DDR4,4.0,2666.0,HDD 1 TB,15.6,Full HD,HD,1,Nhựa + kim loại,Windows,Realtek,5.0,Wi-Fi 5,1.75,17.9,245.6,361.6,2019.0,141.21199808219862,0,0,0,0,0,0,0,1,12,3.0,12690000.0
HP,i5,<1.8,3.5-4.2,NVIDIA MX,DDR4,4.0,2666.0,HDD 1 TB,15.6,Full HD,HD,1,Kim loại,Windows,Bang & Olufsen,5.0,Wi-Fi 5,1.75,17.9,245.6,361.6,2019.0,141.21199808219862,0,0,0,0,0,0,0,1,12,3.0,13340000.0
HP,i5,<1.8,3.5-4.2,NVIDIA MX,DDR4,8.0,2666.0,HDD 1 TB,15.6,Full HD,HD,1,Nhựa + kim loại,Windows,Bang & Olufsen,5.0,Wi-Fi 5,1.83,17.9,245.6,361.6,2019.0,141.21199808219862,0,0,0,0,0,0,0,1,12,3.0,13910000.0
HP,i7,>2.5,>4.2,Intel,DDR4,8.0,3200.0,512 GB,15.6,Full HD,HD,1,Kim loại,Windows,Bang & Olufsen,5.0,Wi-Fi 5,1.685,17.9,234.0,360.2,2021.0,141.21199808219862,0,0,0,0,0,0,0,1,12,9.0,19720000.0
HP,i5,1.8-2.5,3.5-4.2,Intel,DDR4,8.0,3200.0,512 GB,15.6,Full HD,HD,1,Kim loại,Windows,Bang & Olufsen,5.0,Wi-Fi 5,1.677,17.9,234.0,360.2,2021.0,141.21199808219862,0,0,0,0,0,0,0,1,12,8.5,16490000.0
HP,i5,1.8-2.5,3.5-4.2,Intel,DDR4,8.0,3200.0,256 GB,15.6,Full HD,HD,1,Kim loại,Windows,Bang & Olufsen,5.0,Wi-Fi 5,1.682,17.9,234.0,360.2,2021.0,141.21199808219862,0,0,0,0,0,0,0,1,12,8.5,15620000.0
HP,i3,1.8-2.5,3.5-4.2,Intel,DDR4,4.0,3200.0,512 GB,15.6,Full HD,HD,1,Kim loại,Windows,Bang & Olufsen,5.0,Wi-Fi 5,1.682,17.9,234.0,360.2,2021.0,141.21199808219862,0,0,0,0,0,0,0,1,12,9.0,13780000.0
HP,i3,1.8-2.5,3.5-4.2,Intel,DDR4,4.0,3200.0,256 GB,15.6,Full HD,HD,1,Kim loại,Windows,Bang & Olufsen,5.0,Wi-Fi 5,1.682,17.9,234.0,360.2,2021.0,141.21199808219862,0,0,0,0,0,0,0,1,12,9.0,13000000.0
HP,i7,>2.5,>4.2,NVIDIA GTX,DDR4,8.0,2933.0,512 GB,15.6,Full HD,HD,1,Nhựa,Windows,Bang & Olufsen,5.0,Wi-Fi 6,2.23,23.4,256.0,360.0,2021.0,141.21199808219862,1,0,0,0,0,0,0,1,12,6.5,23920000.0
HP,i7,1.8-2.5,>4.2,NVIDIA GTX,DDR4,8.0,3200.0,512 GB,Others,Full HD,HD,1,Nhựa,Windows,Bang & Olufsen,5.0,Wi-Fi 6,2.35,23.5,262.5,370.0,2020.0,136.82653230324834,1,0,0,0,0,0,0,1,12,7.5,26120000.0
HP,i7,>2.5,>4.2,Intel,DDR4,8.0,3200.0,512 GB,14.0,Full HD,HD,1,Nhựa,Windows,Bang & Olufsen,5.0,Wi-Fi 5,1.65,19.0,221.0,324.0,2020.0,157.3505121487356,0,0,1,1,0,0,0,0,12,5.0,18150000.0
HP,i3,>2.5,3.5-4.2,Intel,DDR4,4.0,3200.0,512 GB,14.0,< Full HD,HD,1,Nhựa + kim loại,Windows,HP Audio Boost,5.0,Wi-Fi 6,1.38,19.9,213.9,321.9,2020.0,111.93520355955212,1,0,0,1,0,0,0,1,12,10.0,12430000.0
HP,i5,<1.8,3.5-4.2,Intel,DDR4,4.0,2666.0,HDD 1 TB,13.3,< Full HD,HD,1,Kim loại,Windows,Realtek,5.0,Wi-Fi 5,1.52,18.0,230.9,308.6,2019.0,117.82653006268644,1,0,0,1,0,0,0,1,12,3.0,13890000.0
HP,i5,<1.8,3.5-4.2,Intel,DDR4,4.0,2666.0,256 GB,13.3,< Full HD,HD,1,Kim loại,Windows,Realtek,,,1.45,18.0,230.9,308.6,2019.0,117.82653006268644,1,0,0,1,0,0,0,1,12,6.0,14920000.0
HP,i5,1.8-2.5,3.5-4.2,Intel,DDR4,4.0,3200.0,512 GB,14.0,Full HD,HD,1,Nhựa + kim loại,Windows,HP Audio Boost,5.0,Wi-Fi 6,1.38,19.9,213.9,321.9,2021.0,157.3505121487356,1,0,0,1,0,1,0,1,12,11.0,18080000.0
HP,i3,>2.5,3.5-4.2,Intel,DDR4,4.0,3200.0,256 GB,15.6,< Full HD,HD,1,Kim loại,Windows,Realtek,5.0,Wi-Fi 6,1.725,19.9,233.9,359.4,2020.0,100.45466986113652,1,0,0,1,0,0,0,0,12,10.5,12930000.0
HP,i7,1.8-2.5,>4.2,Intel,DDR4,8.0,2400.0,256 GB,13.3,Full HD,HD,0,Kim loại,Windows,Bang & Olufsen,,,1.32,14.5,217.9,308.8,,165.6321180513006,1,0,1,1,0,0,0,0,12,6.0,36370000.0
HP,i5,<1.8,3.5-4.2,NVIDIA Quadro,DDR4,8.0,2666.0,256 GB,14.0,Full HD,HD,0,Kim loại,Windows,Bang & Olufsen,5.0,Wi-Fi 6,1.41,17.9,214.6,323.0,2020.0,157.3505121487356,0,1,0,1,0,0,0,1,12,3.0,26120000.0
HP,i7,1.8-2.5,>4.2,NVIDIA Quadro,DDR4,16.0,2666.0,512 GB,14.0,Full HD,HD,0,Kim loại,Windows,Bang & Olufsen,5.0,Wi-Fi 6,1.41,17.9,214.6,323.0,2020.0,157.3505121487356,0,0,0,1,0,0,0,1,12,4.5,32380000.0
Lenovo,i5,1.8-2.5,3.5-4.2,Intel,DDR4,8.0,3200.0,512 GB,15.6,Full HD,HD,1,Nhựa,Windows,Realtek,5.0,Wi-Fi 5,1.65,19.9,236.5,359.2,2021.0,141.21199808219862,0,0,0,0,1,1,0,1,24,18.5,15300000.0
Lenovo,i5,<1.8,<3.5,Intel,DDR4,4.0,2133.0,HDD 1 TB,15.6,Full HD,HD,1,Nhựa,Windows,Dolby,,,2.2,23.0,260.0,378.0,2018.0,141.21199808219862,0,0,0,0,0,0,0,0,12,4.5,10810000.0
Lenovo,i5,1.8-2.5,3.5-4.2,Intel,DDR4,16.0,3200.0,512 GB,14.0,Full HD,HD,1,Nhựa + kim loại,Windows,Realtek,5.1,Wi-Fi 6,1.39,19.9,211.59,321.57,2021.0,157.3505121487356,1,0,0,1,1,0,0,1,24,12.0,15830000.0
Lenovo,i7,>2.5,>4.2,Intel,DDR4,8.0,3200.0,512 GB,14.0,Full HD,HD,1,Nhựa + kim loại,Windows,Realtek,5.1,Wi-Fi 6,1.39,19.9,211.59,321.57,2021.0,157.3505121487356,1,0,0,1,1,0,0,1,24,20.5,19570000.0
Lenovo,i3,1.8-2.5,3.5-4.2,Intel,DDR4,8.0,2666.0,512 GB,14.0,Full HD,HD,1,Nhựa,Windows,Dolby,5.0,Wi-Fi 5,1.59,17.9,229.0,328.0,2019.0,157.3505121487356,1,0,1,1,0,0,0,0,12,3.0,13340000.0
Lenovo,i5,<1.8,3.5-4.2,Intel,DDR4,8.0,2666.0,512 GB,14.0,Full HD,HD,1,Nhựa,Windows,Dolby,4.2,Wi-Fi 5,1.65,17.9,229.0,328.0,2019.0,157.3505121487356,1,0,1,1,0,0,0,0,12,3.0,15310000.0
Lenovo,i5,<1.8,3.5-4.2,Intel,DDR4,8.0,3200.0,512 GB,14.0,Full HD,HD,1,Nhựa + kim loại,Windows,Dolby,5.0,Wi-Fi 5,1.5,20.4,218.5,322.6,2020.0,157.3505121487356,1,0,1,1,0,0,0,1,24,11.5,14950000.0
Lenovo,i5,1.8-2.5,>4.2,NVIDIA GTX,DDR4,8.0,2933.0,512 GB,15.6,Full HD,HD,0,Nhựa,Windows,Dolby,5.0,Wi-Fi 6,2.2,24.9,240.0,351.0,2020.0,141.21199808219862,1,0,0,0,1,0,0,1,24,18.0,19450000.0
Lenovo,i7,>2.5,>4.2,NVIDIA GTX,DDR4,8.0,2933.0,512 GB,15.6,Full HD,HD,0,Nhựa,Windows,Dolby,5.0,Wi-Fi 6,2.2,23.0,240.0,351.0,2020.0,141.21199808219862,1,0,0,0,0,0,0,1,24,15.5,19760000.0
Lenovo,i3,<1.8,<3.5,Intel,DDR4,4.0,2666.0,256 GB,15.6,Full HD,VGA,1,Nhựa,Windows,Realtek,5.0,Wi-Fi 5,1.79,17.9,245.0,358.0,2019.0,141.21199808219862,0,0,0,0,0,0,0,1,12,5.0,9620000.0
Lenovo,i5,<1.8,3.5-4.2,Intel,DDR4,8.0,2666.0,512 GB,15.6,Full HD,VGA,1,Nhựa,Windows,Realtek,5.0,Wi-Fi 5,1.79,17.9,245.0,358.0,2019.0,141.21199808219862,0,0,0,0,0,0,0,1,12,3.0,12520000.0
Lenovo,i3,<1.8,<3.5,Intel,DDR4,8.0,2666.0,512 GB,14.0,Full HD,HD,1,Nhựa + kim loại,Windows,Dolby,4.2,Wi-Fi 5,1.6,17.9,230.5,322.7,2019.0,157.3505121487356,0,0,0,0,0,0,0,1,12,3.5,11520000.0
Lenovo,i7,1.8-2.5,>4.2,NVIDIA MX,DDR4,8.0,2400.0,1 TB,15.6,Full HD,HD,1,Kim loại,Windows,Dolby,4.2,Wi-Fi 5,1.8,16.9,245.0,358.0,2019.0,141.21199808219862,1,0,0,1,0,0,0,1,12,3.0,21290000.0
Lenovo,i7,<1.8,3.5-4.2,Intel,DDR4,8.0,2666.0,512 GB,14.0,Full HD,VGA,1,Nhựa,Windows,Dolby,5.0,Wi-Fi 5,1.6,19.9,241.0,327.1,2020.0,157.3505121487356,0,0,0,0,0,0,0,1,24,11.0,14710000.0
Lenovo,i3,<1.8,<3.5,Intel,DDR4,4.0,2666.0,512 GB,15.6,Full HD,VGA,1,Nhựa,Windows,Stereo,5.0,Wi-Fi 5,1.85,19.9,253.4,362.2,2020.0,141.21199808219862,0,0,0,0,1,1,0,1,24,19.0,11110000.0
Lenovo,i5,<1.8,3.5-4.2,Intel,DDR4,8.0,3200.0,512 GB,14.0,Full HD,HD,1,Nhựa + kim loại,Windows,Dolby,5.0,Wi-Fi 5,1.52,17.9,211.8,321.7,2020.0,157.3505121487356,1,0,0,1,1,0,0,1,24,15.0,13910000.0
Lenovo,i3,<1.8,<3.5,Intel,DDR4,8.0,3200.0,512 GB,15.6,Full HD,HD,1,Nhựa + kim loại,Windows,Dolby,5.0,Wi-Fi 5,1.7,17.9,233.1,356.7,2020.0,141.21199808219862,1,0,0,1,1,0,0,1,24,9.5,11530000.0
Lenovo,i5,1.8-2.5,3.5-4.2,Intel,DDR4,8.0,3200.0,512 GB,15.6,Full HD,HD,1,Nhựa + kim loại,Windows,Dolby,5.1,Wi-Fi 6,1.66,17.9,233.13,356.67,2020.0,141.21199808219862,1,0,0,1,1,0,0,1,24,15.5,15890000.0
Lenovo,i3,1.8-2.5,3.5-4.2,Intel,DDR4,8.0,2666.0,256 GB,14.0,Full HD,HD,1,Nhựa,Windows,Realtek,5.0,Wi-Fi 5,1.5,19.9,241.0,327.1,2020.0,157.3505121487356,0,0,0,0,1,1,0,1,24,20.5,11980000.0
Lenovo,i3,>2.5,3.5-4.2,Intel,DDR4,8.0,3200.0,512 GB,15.6,Full HD,HD,1,Nhựa,Windows,Realtek,5.0,Wi-Fi 5,1.65,19.9,236.5,359.2,2021.0,141.21199808219862,0,0,0,0,1,1,0,1,24,18.5,12750000.0
Lenovo,i5,1.8-2.5,3.5-4.2,NVIDIA MX,DDR4,8.0,3200.0,512 GB,15.6,Full HD,HD,1,Nhựa + kim loại,Windows,Dolby,5.1,Wi-Fi 6,1.66,19.9,233.13,356.67,2020.0,141.21199808219862,1,0,0,1,1,0,0,1,24,20.0,18570000.0
Lenovo,i3,1.8-2.5,3.5-4.2,Intel,DDR4,8.0,2133.0,256 GB,14.0,Full HD,HD,1,Nhựa,Windows,Dolby,5.0,Wi-Fi 5,1.6,17.9,229.0,328.0,2019.0,157.3505121487356,1,0,1,1,0,0,0,0,12,3.0,12430000.0
Lenovo,i7,>2.5,>4.2,NVIDIA GTX,DDR4,8.0,2933.0,512 GB,15.6,Full HD,HD,0,Nhựa,Windows,Dolby,5.0,Wi-Fi 6,2.2,24.9,249.6,359.0,2020.0,141.21199808219862,1,0,0,0,1,0,0,1,24,18.5,22040000.0
Lenovo,i7,1.8-2.5,>4.2,NVIDIA MX,DDR4,8.0,2400.0,512 GB,15.6,Full HD,VGA,1,Nhựa,Windows,Dolby,4.1,Wi-Fi 5,1.73,19.9,251.4,362.0,2019.0,141.21199808219862,0,0,0,0,0,0,0,1,12,3.0,14920000.0
Lenovo,i3,1.8-2.5,3.5-4.2,Intel,DDR4,8.0,2400.0,HDD 1 TB,14.0,Full HD,HD,1,Nhựa,Windows,Dolby,,,1.55,17.9,230.5,322.7,2019.0,157.3505121487356,0,0,0,0,0,0,0,1,12,6.0,10140000.0
Lenovo,i5,<1.8,3.5-4.2,NVIDIA MX,DDR4,8.0,2400.0,HDD 1 TB,14.0,Full HD,HD,1,Nhựa + kim loại,Windows,Dolby,4.2,Wi-Fi 5,1.55,17.9,230.5,322.7,2019.0,157.3505121487356,0,0,0,0,0,0,0,1,12,3.0,13100000.0
Lenovo,i7,>2.5,>4.2,NVIDIA GTX,DDR4,8.0,2933.0,HDD 1 TB,15.6,Full HD,HD,0,Nhựa,Windows,Harman,5.0,Wi-Fi 6,2.3,23.57,251.4,362.0,2020.0,141.21199808219862,1,0,0,0,0,0,0,1,24,13.0,22760000.0
Lenovo,i7,1.8-2.5,3.5-4.2,NVIDIA GTX,DDR4,8.0,2666.0,,15.6,Full HD,,0,Nhựa,Windows,Dolby,4.2,Wi-Fi 5,2.3,23.9,260.0,365.0,2018.0,141.21199808219862,1,0,0,0,0,0,0,0,12,3.0,22920000.0
Lenovo,i7,>2.5,>4.2,Intel,DDR4,8.0,3200.0,512 GB,14.0,Full HD,HD,1,Kim loại,Windows,Dolby,5.1,Wi-Fi 6,1.4,17.9,218.0,323.0,2020.0,157.3505121487356,0,1,0,1,1,1,0,0,12,6.5,18700000.0
Lenovo,i5,<1.8,3.5-4.2,Intel,DDR4,8.0,3200.0,512 GB,14.0,Full HD,HD,1,Kim loại,Windows,Dolby,5.0,Wi-Fi 6,1.5,17.9,230.0,326.0,2020.0,157.3505121487356,0,0,0,1,0,0,0,1,12,4.5,13730000.0
Lenovo,i7,<1.8,3.5-4.2,Intel,DDR4,8.0,3200.0,512 GB,14.0,Full HD,HD,1,Kim loại,Windows,Dolby,5.0,Wi-Fi 5,1.5,17.9,230.0,326.0,2020.0,157.3505121487356,0,0,0,1,0,1,0,1,12,3.0,18290000.0
Lenovo,i7,1.8-2.5,>4.2,Intel,DDR4,8.0,2666.0,512 GB,14.0,Full HD,HD,1,Kim loại,Windows,Dolby,5.0,Wi-Fi 5,1.5,17.9,230.0,326.0,2020.0,157.3505121487356,0,0,0,1,1,0,0,0,12,3.0,17650000.0
Lenovo,i5,1.8-2.5,3.5-4.2,Intel,DDR4,8.0,4266.0,512 GB,14.0,Full HD,HD,0,Kim loại,Windows,Dolby,5.1,Wi-Fi 6,1.27,14.9,207.0,322.0,2020.0,157.3505121487356,1,1,0,1,1,1,0,0,12,5.5,16820000.0
Lenovo,i7,>2.5,>4.2,Intel,DDR4,8.0,4266.0,512 GB,14.0,Full HD,HD,0,Kim loại,Windows,Dolby,5.1,Wi-Fi 6,1.27,14.9,207.0,322.0,2020.0,157.3505121487356,1,1,0,1,1,1,0,0,12,6.0,20300000.0
Lenovo,i5,1.8-2.5,3.5-4.2,Intel,DDR4,16.0,3200.0,512 GB,14.0,Full HD,HD,1,Kim loại,Windows,Dolby,5.1,Wi-Fi 6,1.5,16.9,216.0,320.0,2021.0,157.3505121487356,1,1,1,1,1,0,0,0,12,10.0,22830000.0
Lenovo,i5,1.8-2.5,3.5-4.2,Intel,DDR4,8.0,3200.0,512 GB,14.0,Full HD,HD,1,Kim loại,Windows,Dolby,5.1,Wi-Fi 6,1.5,16.9,216.0,320.0,2021.0,157.3505121487356,1,1,1,1,1,0,0,0,12,10.0,21430000.0
Lenovo,i7,>2.5,>4.2,Intel,DDR4,16.0,3200.0,512 GB,14.0,Full HD,HD,1,Kim loại,Windows,Dolby,5.1,Wi-Fi 6,1.5,16.9,216.0,320.0,2021.0,157.3505121487356,1,1,1,1,1,0,0,0,12,10.0,25390000.0
Lenovo,i5,1.8-2.5,3.5-4.2,Intel,DDR4,8.0,3200.0,512 GB,15.6,Full HD,HD,1,Kim loại,Windows,Dolby,5.1,Wi-Fi 6,1.7,18.9,235.0,357.0,2020.0,141.21199808219862,0,1,0,1,1,1,0,1,12,10.5,17620000.0
