brand,cpu_type,cpu_speed,max_cpu_speed,num_core,num_thread,cached_cpu,gpu_type,ram_type,ram,max_ram,ram_speed,storage,screen_size,resolution,scan_frequency,webcam,sd_slot,material,battery,os,audio_tech,bluetooth_tech,wifi_tech,weight,thickness,width,length,released,has_lightning,has_thundebolt,has_touchscreen,has_fingerprint,has_camera_lock,has_180_degree,has_face_id,has_antiglare,saved_percent,saved_money,new_warranty,used_warranty,new_price,used_price,ppi
Asus,i7,2.6,4.5,,,,NVIDIA GTX,DDR4,8.0,32.0,2666.0,512.0,15.6,1920 x 1080,,,,Nhựa,,Windows,Smart AMP,5.0,Wi-Fi 5,2.4,26.0,275.0,360.0,2019.0,1,0,,0,0,0,0,1,,,24,6.5,,20370000.0,141.21199808219862
Asus,i5,2.5,4.5,,,,NVIDIA GTX,DDR4,8.0,32.0,2933.0,512.0,15.6,1920 x 1080,,,,Nhựa,,Windows,Smart AMP,5.1,Wi-Fi 6,2.3,25.8,275.0,360.0,2020.0,1,0,,0,0,0,0,0,,,24,17.0,,20500000.0,141.21199808219862
Asus,i7,2.6,5.0,,,,NVIDIA GTX,DDR4,8.0,32.0,2933.0,512.0,15.6,1920 x 1080,,,,Nhựa,,Windows,Smart AMP,5.1,Wi-Fi 6,2.3,25.8,275.0,360.0,2020.0,1,0,,0,0,0,0,0,,,24,12.0,,22500000.0,141.21199808219862
Asus,R9,3.0,4.6,8.0,16.0,16.0,NVIDIA RTX,DDR4,16.0,24.0,3200.0,1024.0,14.0,2560 x 1440,120.0,,,Nhựa,76,Windows,Dolby,5.1,Wi-Fi 6,1.7,19.9,220.0,324.0,2021.0,1,0,,1,0,0,0,1,10.0,5450000.0,24,23.0,49990000.0,44540000.0,209.8006828649808
Asus,i5,2.7,4.5,6.0,12.0,12.0,NVIDIA RTX,DDR4,8.0,32.0,2933.0,512.0,15.6,1920 x 1080,144.0,HD,,Nhựa,48,Windows,DTS,5.2,Wi-Fi 6,2.3,24.9,256.0,359.0,2020.0,1,1,,0,0,0,0,1,20.0,5410000.0,24,12.0,25990000.0,20580000.0,141.21199808219862
Asus,i7,2.3,4.6,8.0,16.0,24.0,NVIDIA RTX,DDR4,8.0,32.0,3200.0,512.0,15.6,1920 x 1080,144.0,HD,,Nhựa,48,Windows,DTS,5.2,Wi-Fi 6,2.3,24.9,256.0,359.0,2021.0,1,1,,0,0,0,0,1,13.0,3750000.0,24,20.5,28490000.0,24740000.0,141.21199808219862
Asus,i5,2.7,4.5,6.0,12.0,12.0,NVIDIA RTX,DDR4,8.0,32.0,3200.0,512.0,15.6,1920 x 1080,144.0,HD,,Nhựa,48,Windows,DTS,5.2,Wi-Fi 6,2.3,24.9,256.0,359.0,2021.0,1,0,,0,0,0,0,1,11.0,3070000.0,24,22.0,25990000.0,22920000.0,141.21199808219862
Asus,i7,2.3,4.6,8.0,16.0,24.0,NVIDIA RTX,DDR4,8.0,32.0,3200.0,512.0,15.6,1920 x 1080,144.0,HD,,Nhựa,48,Windows,DTS,5.2,Wi-Fi 6,2.3,24.9,256.0,359.0,2021.0,1,0,,0,0,0,0,1,11.0,3360000.0,24,22.0,28490000.0,25130000.0,141.21199808219862
Asus,i5,2.5,4.5,4.0,8.0,8.0,NVIDIA GTX,DDR4,8.0,32.0,2933.0,512.0,15.6,1920 x 1080,144.0,HD,,Nhựa,48,Windows,DTS,5.0,Wi-Fi 6,2.3,24.9,256.0,359.0,2020.0,1,0,,0,0,0,0,1,13.0,2890000.0,24,20.5,21990000.0,19100000.0,141.21199808219862
Asus,i7,3.3,4.8,4.0,8.0,12.0,NVIDIA RTX,DDR4,8.0,32.0,3200.0,512.0,15.6,1920 x 1080,144.0,,,Nhựa,76,Windows,DTS,5.1,Wi-Fi 6,2.0,19.9,252.0,360.0,2021.0,1,1,,0,0,0,0,1,13.0,3940000.0,24,20.5,29990000.0,26050000.0,141.21199808219862
Asus,i7,3.3,4.8,4.0,8.0,12.0,NVIDIA RTX,DDR4,16.0,32.0,3200.0,512.0,15.6,1920 x 1080,144.0,,,Nhựa,76,Windows,DTS,5.1,Wi-Fi 6,2.0,19.9,252.0,360.0,2021.0,1,1,,0,0,0,0,1,13.0,4490000.0,24,20.0,32990000.0,28500000.0,141.21199808219862
Asus,i5,2.7,4.5,6.0,12.0,12.0,NVIDIA RTX,DDR4,8.0,32.0,3200.0,512.0,17.3,1920 x 1080,144.0,HD,,Nhựa,48,Windows,DTS,5.2,Wi-Fi 6,2.6,23.9,269.0,399.0,2021.0,1,1,,0,0,0,0,1,22.0,6040000.0,24,12.0,26990000.0,20950000.0,127.33567457123111
Asus,i7,2.3,4.6,8.0,16.0,24.0,NVIDIA RTX,DDR4,8.0,32.0,3200.0,512.0,17.3,1920 x 1080,144.0,HD,,Nhựa,48,Windows,DTS,5.2,Wi-Fi 6,2.6,23.9,269.0,399.0,2021.0,1,1,,0,0,0,0,1,12.0,4060000.0,24,21.0,31990000.0,27930000.0,127.33567457123111
Asus,i3,2.1,4.1,,,,Intel,DDR4,4.0,20.0,2666.0,512.0,14.0,1920 x 1080,,HD,Micro SD,Nhựa,,Windows,SonicMaster,4.2,Wi-Fi 5,1.406,19.5,212.0,322.0,2020.0,0,0,,1,0,0,0,0,17.0,,24,16.0,,10840000.0,157.3505121487356
Asus,i3,2.1,3.9,,,,Intel,DDR4,4.0,12.0,2400.0,512.0,14.0,1920 x 1080,,HD,Micro SD,Nhựa,,Windows,SonicMaster,4.1,Wi-Fi 5,1.5,19.0,212.0,322.0,2019.0,0,0,,1,0,0,0,1,,,24,12.0,,9890000.0,157.3505121487356
Asus,i3,3.0,4.1,2.0,4.0,6.0,Intel,DDR4,8.0,,3200.0,512.0,14.0,1920 x 1080,,HD,Micro SD,Nhựa,42,Windows,Harman,5.0,Wi-Fi 6,1.4,17.9,215.0,324.0,2021.0,0,0,,1,0,0,0,1,,16290000.0,24,21.5,16290000.0,14290000.0,157.3505121487356
Asus,i3,3.0,4.1,2.0,4.0,6.0,Intel,DDR4,8.0,,3200.0,512.0,14.0,1920 x 1080,60.0,HD,Micro SD,Nhựa,42,Windows,Harman,5.0,Wi-Fi 6,1.4,17.9,215.0,324.0,2021.0,0,0,,1,0,0,0,1,12.0,2030000.0,24,21.0,15990000.0,13960000.0,157.3505121487356
Asus,i5,2.4,4.2,4.0,8.0,8.0,Intel,DDR4,8.0,,3200.0,512.0,14.0,1920 x 1080,60.0,HD,Micro SD,Nhựa,42,Windows,Harman,5.0,Wi-Fi 6,1.4,17.9,215.0,324.0,2020.0,0,0,,1,0,0,0,1,,19390000.0,24,19.0,19390000.0,16580000.0,157.3505121487356
Asus,i5,2.4,4.2,4.0,8.0,8.0,Intel,DDR4,8.0,,3200.0,512.0,14.0,1920 x 1080,60.0,HD,Micro SD,Nhựa,42,Windows,Harman,5.0,Wi-Fi 6,1.4,17.9,215.0,324.0,2020.0,0,0,,1,0,0,0,1,14.0,2760000.0,24,21.0,19090000.0,16330000.0,157.3505121487356
Asus,i5,2.4,4.2,,,,Intel,DDR4,8.0,,3200.0,512.0,14.0,1920 x 1080,,HD,Micro SD,Nhựa,42,Windows,Harman,5.0,Wi-Fi 6,1.4,17.9,215.0,324.0,2020.0,0,0,,1,0,0,0,1,,,24,15.5,,14650000.0,157.3505121487356
Asus,i3,3.0,4.1,2.0,4.0,6.0,Intel,DDR4,8.0,24.0,3200.0,512.0,15.6,1920 x 1080,60.0,HD,Micro SD,Nhựa,,Windows,Harman,5.0,Wi-Fi 6,1.8,17.9,235.0,359.0,2020.0,0,0,,1,0,0,0,1,13.0,2170000.0,24,20.5,16490000.0,14320000.0,141.21199808219862
Asus,i3,3.0,4.1,2.0,4.0,6.0,Intel,,8.0,,3200.0,512.0,15.6,1920 x 1080,,HD,Micro SD,Kim loại,,Windows,Harman,5.0,Wi-Fi 6,1.8,17.9,235.0,359.0,2020.0,0,0,,1,0,0,0,1,,,24,15.5,,13330000.0,141.21199808219862
Asus,i5,2.4,4.2,4.0,8.0,8.0,Intel,DDR4,8.0,,3200.0,512.0,15.6,1920 x 1080,,HD,Micro SD,Nhựa,42,Windows,Harman,5.0,Wi-Fi 6,1.8,17.9,235.0,359.0,2021.0,0,0,,1,0,0,0,0,11.0,2360000.0,24,22.0,19990000.0,17630000.0,141.21199808219862
Asus,i5,2.4,4.2,4.0,8.0,8.0,NVIDIA MX,DDR4,8.0,24.0,3200.0,512.0,15.6,1920 x 1080,60.0,HD,Micro SD,Nhựa,42,Windows,Harman,5.0,Wi-Fi 6,1.8,17.9,235.0,359.0,2020.0,0,0,,1,0,0,0,0,13.0,2730000.0,24,20.5,20790000.0,18060000.0,141.21199808219862
Asus,i3,3.0,4.1,2.0,4.0,6.0,Intel,LPDDR4X,4.0,20.0,4266.0,512.0,14.0,1920 x 1080,,HD,Micro SD,Nhựa,42,Windows,Harman,5.0,Wi-Fi 6,1.5,18.7,220.0,324.0,2021.0,1,1,Có,1,0,0,0,0,11.0,1890000.0,24,22.0,15990000.0,14100000.0,157.3505121487356
Asus,i7,2.6,4.5,,,,NVIDIA GTX,DDR4,8.0,20.0,2666.0,512.0,15.6,1920 x 1080,,HD,Micro SD,Nhựa,,Windows,Harman,4.2,Wi-Fi 5,1.8,21.9,248.0,359.0,2020.0,0,0,,1,0,0,0,1,,,24,10.5,,19070000.0,141.21199808219862
Asus,i5,1.6,3.9,,,,NVIDIA MX,DDR4,8.0,24.0,2400.0,256.0,14.0,1920 x 1080,,VGA,Micro SD,Kim loại,,Windows,SonicMaster,4.1,Wi-Fi 5,1.4,18.0,226.0,323.0,2018.0,1,0,,1,0,0,0,1,,,24,11.0,,15260000.0,157.3505121487356
Asus,i5,1.6,3.9,,,,Intel,DDR4,8.0,24.0,2400.0,1024.0,15.6,1920 x 1080,,VGA,Micro SD,Kim loại,,Windows,SonicMaster,4.1,Wi-Fi 5,1.8,18.0,243.0,361.0,2018.0,1,0,,1,0,0,0,0,20.0,,24,9.0,,14070000.0,141.21199808219862
Asus,i3,2.1,3.9,,,,Intel,DDR4,4.0,20.0,2400.0,1024.0,15.6,1920 x 1080,,HD,Micro SD,Kim loại,,Windows,SonicMaster,4.1,Wi-Fi 5,1.8,18.0,243.0,361.0,2018.0,1,0,,1,0,0,0,1,,,24,3.0,,10090000.0,141.21199808219862
Asus,i5,1.6,3.9,,,,NVIDIA MX,DDR4,4.0,20.0,2400.0,1024.0,15.6,1920 x 1080,,HD,Micro SD,Nhựa,,Windows,SonicMaster,4.1,Wi-Fi 5,1.76,18.0,243.5,361.4,2018.0,1,0,,1,0,0,0,0,,,24,13.0,,14490000.0,141.21199808219862
Asus,i7,1.8,4.6,,,,NVIDIA MX,DDR4,8.0,24.0,2400.0,1024.0,15.6,1920 x 1080,,HD,Micro SD,Kim loại,,Windows,SonicMaster,4.1,Wi-Fi 5,1.8,18.0,243.5,361.4,2018.0,1,0,,1,0,0,0,0,,,24,6.0,,15600000.0,141.21199808219862
Asus,i5,1.6,3.4,,,,NVIDIA MX,DDR4,4.0,16.0,2400.0,1024.0,15.6,1920 x 1080,,HD,Micro SD,Kim loại,,Windows,SonicMaster,4.2,Wi-Fi 5,1.8,18.0,243.0,361.0,2018.0,1,0,,1,0,0,0,0,,,24,3.0,,12510000.0,141.21199808219862
Asus,i5,2.4,4.2,,,,Intel,DDR4,8.0,,3200.0,512.0,15.6,1920 x 1080,,HD,Micro SD,Kim loại,50,Windows,Harman,5.0,Wi-Fi 6,1.8,16.1,233.8,359.8,2021.0,1,1,,1,0,0,0,1,,,24,18.5,,16920000.0,141.21199808219862
Asus,i5,2.4,4.2,,,,Intel,DDR4,8.0,,3200.0,512.0,15.6,1920 x 1080,,HD,Micro SD,Kim loại,50,Windows,Harman,5.0,Wi-Fi 6,1.8,16.1,233.8,359.8,2021.0,1,1,,1,0,0,0,1,,,24,19.0,,17430000.0,141.21199808219862
Asus,R7,2.0,4.1,8.0,8.0,8.0,AMD,DDR4,8.0,20.0,3200.0,512.0,14.0,1920 x 1080,60.0,HD,Micro SD,Kim loại,,Windows,Harman,5.0,Wi-Fi 6,1.5,18.2,220.0,324.0,2021.0,1,0,Có,0,0,0,0,0,11.0,2270000.0,24,22.5,19990000.0,17720000.0,157.3505121487356
Asus,i5,1.6,3.4,,,,Intel,DDR4,4.0,16.0,2400.0,1024.0,14.0,1366 x 768,,HD,Micro SD,Nhựa,,Windows,SonicMaster,,,1.55,22.9,,,,0,0,,1,0,0,0,1,,,24,12.0,,10390000.0,111.93520355955211
Asus,i7,1.8,4.0,,,,NVIDIA MX,DDR4,4.0,20.0,2400.0,1024.0,14.0,1366 x 768,,VGA,Micro SD,Nhựa,,Windows,SonicMaster,,,1.54,21.9,246.0,328.0,2018.0,0,0,,1,0,0,0,1,,,24,6.0,,11950000.0,111.93520355955211
Asus,i7,1.8,4.0,,,,NVIDIA MX,DDR4,4.0,20.0,2400.0,1024.0,14.0,1366 x 768,,VGA,Micro SD,Nhựa,,Windows,SonicMaster,,,1.54,21.9,246.0,328.0,2018.0,0,0,,1,0,0,0,1,,,24,15.5,,13910000.0,111.93520355955211
Asus,i3,3.0,4.1,2.0,4.0,6.0,Intel,DDR4,4.0,20.0,3200.0,512.0,14.0,1920 x 1080,60.0,VGA,Micro SD,Nhựa,37,Windows,SonicMaster,4.1,Wi-Fi 5,1.55,19.9,216.0,325.4,2020.0,0,0,,1,0,0,0,1,13.0,1880000.0,24,20.0,13790000.0,11910000.0,157.3505121487356
Asus,i3,3.0,4.1,2.0,4.0,6.0,Intel,DDR4,4.0,20.0,3200.0,512.0,14.0,1920 x 1080,,VGA,,Nhựa,37,Windows,SonicMaster,4.1,Wi-Fi 5,1.55,19.9,216.0,325.4,2020.0,0,0,,1,0,0,0,1,12.0,1870000.0,24,21.0,14690000.0,12820000.0,157.3505121487356
Asus,i5,2.4,4.2,4.0,8.0,8.0,Intel,DDR4,8.0,20.0,3200.0,512.0,14.0,1920 x 1080,60.0,VGA,Micro SD,Nhựa,37,Windows,SonicMaster,4.1,Wi-Fi 5,1.55,19.9,216.0,325.4,2020.0,0,0,,1,0,0,0,1,13.0,2310000.0,24,20.5,17590000.0,15280000.0,157.3505121487356
Asus,i5,2.4,4.2,4.0,8.0,8.0,Intel,DDR4,8.0,20.0,3200.0,512.0,14.0,1920 x 1080,60.0,VGA,,Nhựa,37,Windows,SonicMaster,4.1,Wi-Fi 5,1.55,19.9,216.0,325.4,2020.0,0,0,,1,0,0,0,1,13.0,2310000.0,24,20.5,17590000.0,15280000.0,157.3505121487356
Asus,i7,1.8,4.0,,,,NVIDIA MX,DDR4,4.0,16.0,2400.0,1024.0,15.6,1366 x 768,,VGA,Micro SD,Nhựa,,Windows,Realtek,,,1.8,21.9,266.0,365.0,2018.0,0,0,,1,0,0,0,1,,,24,11.5,,13300000.0,100.45466986113651
Asus,i7,1.8,4.0,,,,NVIDIA MX,DDR4,4.0,16.0,2400.0,1024.0,15.6,1920 x 1080,,VGA,Mini SD,Nhựa,,Windows,Realtek,,,1.8,21.9,266.0,365.0,2018.0,0,0,,1,0,0,0,0,,,24,12.5,,13690000.0,141.21199808219862
Asus,i5,1.0,3.6,,,,NVIDIA MX,DDR4,8.0,20.0,2666.0,512.0,15.6,1920 x 1080,,VGA,Micro SD,Nhựa,,Windows,SonicMaster,4.2,Wi-Fi 5,1.73,22.9,234.9,360.2,2019.0,0,0,,1,0,0,0,1,,,24,14.0,,13920000.0,141.21199808219862
Asus,i3,3.0,4.1,2.0,4.0,6.0,Intel,DDR4,4.0,20.0,3200.0,256.0,15.6,1920 x 1080,60.0,VGA,,Nhựa,37,Windows,SonicMaster,4.1,Wi-Fi 5,1.8,19.9,234.9,360.2,2021.0,0,0,,1,0,0,0,1,11.0,1640000.0,24,22.0,13890000.0,12250000.0,141.21199808219862
Asus,i3,3.0,4.1,,,,Intel,DDR4,4.0,20.0,3200.0,256.0,15.6,1920 x 1080,,VGA,Micro SD,Nhựa,37,Windows,SonicMaster,4.1,Wi-Fi 5,1.8,19.9,234.9,360.2,2020.0,0,0,,1,0,0,0,1,,,24,16.0,,10670000.0,141.21199808219862
Asus,i5,2.4,4.2,4.0,8.0,8.0,NVIDIA MX,DDR4,8.0,20.0,3200.0,512.0,15.6,1920 x 1080,60.0,VGA,Micro SD,Nhựa,37,Windows,SonicMaster,4.1,Wi-Fi 5,1.8,19.9,234.9,360.2,2020.0,0,0,,1,0,0,0,1,,,24,19.5,,16320000.0,141.21199808219862
Asus,pentium,1.1,3.1,4.0,4.0,4.0,Intel,DDR4,4.0,8.0,2666.0,512.0,15.6,1920 x 1080,,VGA,,Nhựa,37,Windows,SonicMaster,4.1,Wi-Fi 5,1.8,19.9,234.9,360.2,2020.0,0,0,,1,0,0,0,1,11.0,1130000.0,24,22.5,9990000.0,8860000.0,141.21199808219862
Asus,i7,1.8,4.6,,,,Intel,DDR3L,8.0,,2133.0,512.0,13.3,1920 x 1080,,HD,Micro SD,Kim loại,,Windows,Realtek,5.0,Wi-Fi 5,1.25,16.9,189.0,302.0,2018.0,1,0,,0,0,0,1,0,27.0,,24,5.0,,19680000.0,165.6321180513006
Asus,i5,1.6,3.9,,,,NVIDIA MX,DDR3L,8.0,,2133.0,512.0,13.3,1920 x 1080,,HD,Micro SD,Kim loại,,Windows,Harman,5.0,Wi-Fi 5,1.19,16.9,189.0,302.0,2019.0,1,0,,0,0,0,1,1,23.0,,24,9.0,,17200000.0,165.6321180513006
Asus,i5,1.6,3.9,,,,NVIDIA MX,DDR3L,8.0,,2133.0,512.0,14.0,1920 x 1080,,HD,SD,Kim loại,,Windows,Harman,5.0,Wi-Fi 5,1.19,15.9,199.0,319.0,2018.0,1,0,,0,0,0,1,1,,,24,9.0,,17970000.0,157.3505121487356
Asus,i5,1.6,3.9,,,,NVIDIA MX,DDR3L,8.0,,2133.0,512.0,14.0,1920 x 1080,,HD,SD,Kim loại,,Windows,Harman,5.0,Wi-Fi 5,1.19,15.9,199.0,319.0,2018.0,1,0,,0,0,0,1,1,,,24,5.0,,18580000.0,157.3505121487356
Asus,i5,2.4,4.2,,,,NVIDIA MX,LPDDR4X,8.0,,4267.0,512.0,14.0,1920 x 1080,,HD,Micro SD,Kim loại,70,Windows,Harman,5.0,Wi-Fi 6,1.62,17.3,222.0,324.0,2021.0,1,1,Có,0,0,0,1,1,14.0,5070000.0,24,19.0,34990000.0,29920000.0,157.3505121487356
Asus,i5,1.6,3.9,,,,NVIDIA MX,LPDDR3,8.0,,2133.0,512.0,13.3,1920 x 1080,,HD,Micro SD,Kim loại,,Windows,Harman,5.0,Wi-Fi 5,1.35,18.5,189.0,302.1,2019.0,1,0,,0,0,0,1,0,,,24,7.0,,22400000.0,165.6321180513006
Asus,i5,2.4,4.2,4.0,8.0,8.0,Intel,LPDDR4X,8.0,,4267.0,512.0,13.3,1920 x 1080,60.0,HD,,Kim loại,67,Windows,Harman,5.0,Wi-Fi 6,1.3,11.9,211.0,305.0,2021.0,1,1,Có,0,0,0,1,0,11.0,3300000.0,24,22.0,27990000.0,24690000.0,165.6321180513006
Asus,i7,2.8,4.7,4.0,8.0,12.0,Intel,LPDDR4X,16.0,,4266.0,512.0,13.3,1920 x 1080,60.0,HD,,Kim loại,67,Windows,Harman,5.0,Wi-Fi 6,1.3,11.9,211.0,305.0,2021.0,1,1,Có,0,0,0,1,0,11.0,4010000.0,24,22.0,33990000.0,29980000.0,165.6321180513006
Asus,i5,2.4,4.2,,,,Intel,LPDDR4X,8.0,,4267.0,256.0,13.3,1920 x 1080,,HD,Micro SD,Kim loại,67,Windows,Harman,5.0,Wi-Fi 6,1.11,13.9,203.0,304.0,2020.0,1,1,,0,0,0,1,1,16.0,,24,16.5,,19330000.0,165.6321180513006
Asus,i5,2.4,4.2,4.0,8.0,8.0,Intel,LPDDR4X,8.0,,4267.0,512.0,13.3,1920 x 1080,60.0,HD,Micro SD,Kim loại,67,Windows,Harman,5.0,Wi-Fi 6,1.14,13.9,203.0,304.2,2021.0,1,1,,0,0,0,1,0,12.0,2980000.0,24,21.5,24290000.0,21310000.0,165.6321180513006
Asus,i5,2.4,4.2,,,,Intel,LPDDR4X,8.0,,4266.0,512.0,14.0,1920 x 1080,,HD,Micro SD,Kim loại,,Windows,Harman,5.0,Wi-Fi 6,1.17,13.9,208.0,319.0,2020.0,1,1,,0,0,0,1,1,16.0,,24,12.0,,19550000.0,157.3505121487356
Asus,i5,2.4,4.2,4.0,8.0,8.0,Intel,LPDDR4X,8.0,,4266.0,512.0,14.0,1920 x 1080,60.0,HD,Micro SD,Kim loại,67,Windows,Harman,5.0,Wi-Fi 6,1.17,13.9,208.0,319.0,2020.0,1,1,,0,0,0,1,1,14.0,3480000.0,24,19.0,23990000.0,20510000.0,157.3505121487356
Asus,i7,2.8,4.7,4.0,8.0,12.0,Intel,LPDDR4X,16.0,,4266.0,512.0,14.0,1920 x 1080,60.0,HD,Micro SD,Kim loại,67,Windows,Harman,5.0,Wi-Fi 6,1.17,13.9,208.0,319.0,2020.0,1,1,,0,0,0,1,1,11.0,3480000.0,24,22.5,30690000.0,27210000.0,157.3505121487356
Asus,i5,1.6,3.9,,,,Intel,DDR3L,8.0,8.0,2133.0,256.0,14.0,1920 x 1080,,HD,Micro SD,Kim loại,,Windows,Harman,5.0,Wi-Fi 5,1.19,15.9,199.0,319.0,2018.0,1,0,,0,0,0,1,1,20.0,,24,12.0,,17810000.0,157.3505121487356
Asus,i7,1.8,4.9,,,,NVIDIA MX,LPDDR3,16.0,,2133.0,512.0,14.0,1920 x 1080,,HD,Micro SD,Kim loại,,Windows,Harman,5.0,Wi-Fi 6,1.26,18.2,199.0,319.0,2019.0,1,0,,0,0,0,1,1,,,24,12.0,,24940000.0,157.3505121487356
Asus,i5,1.6,4.2,,,,Intel,LPDDR3,8.0,,2133.0,512.0,14.0,1920 x 1080,,HD,Micro SD,Kim loại,,Windows,TrueHarmony,5.0,Wi-Fi 6,1.26,18.2,199.0,319.0,2019.0,1,0,,0,0,0,1,1,23.0,,24,4.5,,17210000.0,157.3505121487356
Asus,i5,1.6,3.9,,,,NVIDIA GTX,DDR4,8.0,,2400.0,256.0,15.6,1920 x 1080,,HD,SD,Kim loại,,Windows,Realtek,5.0,Wi-Fi 5,1.6,17.9,220.0,354.0,2018.0,1,0,,0,0,0,1,1,,,24,5.5,,16540000.0,141.21199808219862
Dell,i7,2.6,5.0,,,,NVIDIA RTX,DDR4,16.0,32.0,2933.0,512.0,15.6,1920 x 1080,,HD,SD,Nhựa,68,Windows,,5.0,Wi-Fi 6,2.65,31.13,254.0,364.46,2020.0,1,1,,1,0,0,0,1,,,12,4.0,,26450000.0,141.21199808219862
Dell,R7,3.2,4.4,8.0,16.0,16.0,NVIDIA RTX,DDR4,16.0,32.0,3200.0,512.0,15.6,1920 x 1080,120.0,HD,,Nhựa,56,Windows,Nahimic,5.2,Wi-Fi 6,2.81,26.9,272.1,357.2,2021.0,1,0,,0,0,0,0,1,12.0,4240000.0,12,10.5,33390000.0,29150000.0,141.21199808219862
Dell,i7,2.6,5.0,6.0,12.0,12.0,NVIDIA GTX,DDR4,16.0,16.0,2933.0,256.0,15.6,1920 x 1080,120.0,HD,SD,Nhựa,51,Windows,Nahimic,5.0,Wi-Fi 5,2.56,30.96,254.0,364.46,2020.0,1,0,,1,0,0,0,0,,27990000.0,12,8.0,27990000.0,23180000.0,141.21199808219862
Dell,i7,2.6,5.0,6.0,12.0,12.0,NVIDIA GTX,DDR4,16.0,16.0,2933.0,512.0,15.6,1920 x 1080,120.0,HD,SD,Nhựa,51,Windows,Nahimic,5.0,Wi-Fi 5,2.58,30.96,254.0,364.46,2020.0,1,0,,0,0,0,0,0,,29990000.0,12,10.5,29990000.0,26180000.0,141.21199808219862
Dell,i7,2.6,5.0,6.0,12.0,12.0,NVIDIA GTX,DDR4,16.0,16.0,2933.0,512.0,15.6,1920 x 1080,120.0,HD,SD,Nhựa,68,Windows,Nahimic,5.0,Wi-Fi 6,2.58,30.96,254.0,364.46,2020.0,1,1,,1,0,0,0,0,,31990000.0,12,8.5,31990000.0,26780000.0,141.21199808219862
Dell,i7,2.6,5.0,6.0,12.0,12.0,NVIDIA GTX,DDR4,16.0,16.0,2933.0,512.0,15.6,1920 x 1080,120.0,HD,SD,Nhựa,68,Windows,Nahimic,5.0,Wi-Fi 6,2.58,30.96,254.0,364.46,2020.0,1,1,,1,0,0,0,0,,31990000.0,12,10.5,31990000.0,27930000.0,141.21199808219862
Dell,i7,2.6,5.0,6.0,12.0,12.0,NVIDIA GTX,DDR4,16.0,32.0,2933.0,512.0,15.6,1920 x 1080,120.0,HD,SD,Nhựa,51,Windows,Nahimic,4.2,Wi-Fi 5,2.55,28.18,254.0,364.46,2020.0,1,0,,1,0,0,0,1,,28490000.0,12,10.0,28490000.0,24620000.0,141.21199808219862
Dell,R5,3.0,4.0,6.0,12.0,8.0,AMD,DDR4,8.0,32.0,3200.0,512.0,15.6,1920 x 1080,120.0,HD,SD,Nhựa,51,Windows,Nahimic,5.0,Wi-Fi 5,2.5,30.9,254.0,364.46,2020.0,1,0,,0,0,0,0,1,13.0,3530000.0,12,10.0,25990000.0,22460000.0,141.21199808219862
Dell,i3,2.0,3.7,4.0,8.0,8.0,Intel,LPDDR4X,8.0,,4267.0,256.0,13.3,1920 x 1200,60.0,HD,,Kim loại,54,Windows,Realtek,5.1,Wi-Fi 6,1.28,15.9,210.0,296.78,2021.0,1,1,,1,0,0,0,1,17.0,3300000.0,12,9.0,19290000.0,15990000.0,170.23725351079585
Dell,i5,2.4,4.2,4.0,8.0,8.0,NVIDIA MX,DDR4,8.0,16.0,3200.0,512.0,14.0,1920 x 1080,60.0,HD,Micro SD,Nhựa,41,Windows,Realtek,5.1,Wi-Fi 6,1.65,18.0,211.5,321.5,2021.0,1,0,Có,1,0,0,0,0,15.0,4000000.0,12,9.0,25990000.0,21990000.0,157.3505121487356
Dell,i3,3.0,4.1,2.0,4.0,6.0,Intel,DDR4,4.0,16.0,2666.0,256.0,15.6,1920 x 1080,60.0,HD,SD,Nhựa,41,Windows,Realtek,5.0,Wi-Fi 5,1.7,18.9,235.5,358.5,2021.0,0,0,,0,0,0,0,1,11.0,1800000.0,12,11.0,15290000.0,13490000.0,141.21199808219862
Dell,i5,2.4,4.2,4.0,8.0,8.0,Intel,DDR4,4.0,16.0,2666.0,512.0,15.6,1920 x 1080,60.0,HD,SD,Nhựa,41,Windows,Realtek,5.0,Wi-Fi 5,1.7,18.9,235.5,358.5,2021.0,0,0,,0,0,0,0,1,10.0,2180000.0,12,11.5,19990000.0,17810000.0,141.21199808219862
Dell,i5,1.6,3.9,,,,NVIDIA MX,DDR4,8.0,32.0,2666.0,,15.6,1920 x 1080,,HD,SD,Nhựa,,Windows,Waves MaxxAudio,5.0,Wi-Fi 5,1.95,22.45,249.0,364.0,2019.0,1,0,,1,0,0,0,1,,,12,3.0,,15690000.0,141.21199808219862
Dell,i5,2.4,4.2,4.0,8.0,8.0,Intel,DDR4,4.0,16.0,2666.0,512.0,15.6,1920 x 1080,60.0,HD,SD,Nhựa,42,Windows,Realtek,5.0,Wi-Fi 5,1.96,19.9,249.0,363.96,2020.0,0,0,,0,0,0,0,1,15.0,2920000.0,12,9.0,18990000.0,16070000.0,141.21199808219862
Dell,i5,2.4,4.2,4.0,8.0,8.0,Intel,DDR4,8.0,16.0,3200.0,512.0,14.0,1920 x 1080,60.0,HD,SD,Nhựa,40,Windows,Realtek,5.1,Wi-Fi 6,1.72,18.94,222.9,324.3,2020.0,1,0,Có,1,0,0,0,0,,,12,6.0,,17730000.0,157.3505121487356
